,Name,Url,Review,Rating,Category 1,Category 2
108,28 Church Row,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10454229-Reviews-28_Church_Row-London_England.html,142 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
European
Spanish
Vegetarian Friendly
Vegan Options
Gluten Free Options"
109,Viet Baguette Ltd,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7342038-Reviews-Viet_Baguette_Ltd-London_England.html,129 reviews,5 of 5 bubbles,Vietnamese,"£
Vietnamese
Vegetarian Friendly
Vegan Options
Gluten Free Options"
110,Chamisse,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3681424-Reviews-Chamisse-London_England.html,314 reviews,4.5 of 5 bubbles,Lebanese,"££ - £££
Lebanese
Mediterranean
Middle Eastern
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
111,La Trompette,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719657-Reviews-La_Trompette-London_England.html,"1,012 reviews",4.5 of 5 bubbles,French,"££££
French
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
112,Medlar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2144126-Reviews-Medlar-London_England.html,939 reviews,4.5 of 5 bubbles,French,"££££
French
European
British
Vegetarian Friendly
Vegan Options
Gluten Free Options"
113,Passyunk Avenue,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13219938-Reviews-Passyunk_Avenue-London_England.html,272 reviews,4.5 of 5 bubbles,American,"££ - £££
American
Bar"
114,Leila Moroccan and Lebanese Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6519309-Reviews-Leila_Moroccan_and_Lebanese_Restaurant-London_England.html,286 reviews,4.5 of 5 bubbles,Lebanese,"££ - £££
Lebanese
Moroccan
Mediterranean
Middle Eastern
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
115,Primavera,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6473780-Reviews-Primavera-London_England.html,172 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
Vegetarian Friendly
Vegan Options
Gluten Free Options"
116,Bel Canto Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1367676-Reviews-Bel_Canto_Restaurant-London_England.html,"1,173 reviews",4.5 of 5 bubbles,French,"££££
French
European
Central European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
117,Little Wonder Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3343549-Reviews-Little_Wonder_Cafe-London_England.html,139 reviews,4.5 of 5 bubbles,Cafe,"£
Cafe
British
Vegetarian Friendly
Vegan Options
Gluten Free Options"
118,Blacklock Soho,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7707197-Reviews-Blacklock_Soho-London_England.html,"1,332 reviews",4.5 of 5 bubbles,Steakhouse,"££ - £££
Steakhouse
Barbecue
British
Gluten Free Options"
119,Yum Sa,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13006784-Reviews-Yum_Sa-London_England.html,215 reviews,4.5 of 5 bubbles,Thai,"££ - £££
Thai
Vegetarian Friendly
Vegan Options
Gluten Free Options"
120,Miss Tapas,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7341059-Reviews-Miss_Tapas-London_England.html,172 reviews,4.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
Spanish
Vegetarian Friendly
Gluten Free Options"
121,Bistro Vadouvan,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12392511-Reviews-Bistro_Vadouvan-London_England.html,144 reviews,4.5 of 5 bubbles,French,"££ - £££
French
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
122,Holy Smoke,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7697088-Reviews-Holy_Smoke-London_England.html,493 reviews,5 of 5 bubbles,International,"££ - £££
International
Gluten Free Options"
123,Korova Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8427318-Reviews-Korova_Restaurant-London_England.html,167 reviews,4.5 of 5 bubbles,French,"££ - £££
French
European
British
Vegetarian Friendly
Gluten Free Options"
125,Leicester Square Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12392823-Reviews-Leicester_Square_Kitchen-London_England.html,"1,132 reviews",4.5 of 5 bubbles,Mexican,"££££
Mexican
Peruvian
Vegetarian Friendly
Vegan Options
Gluten Free Options"
126,Seven Park Place by William Drabble,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1554178-Reviews-Seven_Park_Place_by_William_Drabble-London_England.html,697 reviews,4.5 of 5 bubbles,French,"££££
French
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
127,Smith's,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2165221-Reviews-Smith_s-London_England.html,"1,567 reviews",4.5 of 5 bubbles,British,"££££
British
Seafood
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
128,Kona,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7856142-Reviews-Kona-London_England.html,198 reviews,4.5 of 5 bubbles,British,"££££
British
European
Contemporary
Seafood
Asian
Gluten Free Options
Vegetarian Friendly"
129,"Plate Restaurant, Bar and Bake",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12972234-Reviews-Plate_Restaurant_Bar_and_Bake-London_England.html,202 reviews,4.5 of 5 bubbles,European,"££ - £££
European
British
Vegetarian Friendly
Vegan Options
Gluten Free Options"
130,Pentolina,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2256999-Reviews-Pentolina-London_England.html,246 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
European
Vegetarian Friendly
Gluten Free Options
Vegan Options"
131,Tower Tandoori Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d815603-Reviews-Tower_Tandoori-London_England.html,"1,083 reviews",4.5 of 5 bubbles,Indian,"££ - £££
Indian
Asian
Balti
Bangladeshi
Fusion
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
132,The Jasmine by Spice Nouv-Oh!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6885893-Reviews-The_Jasmine_by_Spice_Nouv_Oh-London_England.html,179 reviews,4.5 of 5 bubbles,Indian,"££ - £££
Indian
Healthy
Fusion
Halal
Vegetarian Friendly
Gluten Free Options
Vegan Options"
133,Efes Meze,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2190331-Reviews-Efes_Meze-London_England.html,446 reviews,4.5 of 5 bubbles,Greek,"££ - £££
Greek
Turkish
Middle Eastern
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
134,Twist,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7319351-Reviews-Twist-London_England.html,397 reviews,4.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
European
Spanish
Vegetarian Friendly
Vegan Options
Gluten Free Options"
135,Le Gavroche,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719688-Reviews-Le_Gavroche-London_England.html,"3,421 reviews",4.5 of 5 bubbles,French,"££££
French
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
136,Exodus,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6846889-Reviews-Exodus-London_England.html,200 reviews,4.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
Greek
Vegetarian Friendly
Gluten Free Options
Vegan Options"
137,Rossella,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3172658-Reviews-Rossella-London_England.html,368 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
Pizza
Vegetarian Friendly
Vegan Options
Gluten Free Options"
138,Wolkite restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3932437-Reviews-Wolkite_restaurant-London_England.html,477 reviews,4.5 of 5 bubbles,African,"£
African
Ethiopian
Healthy
Vegetarian Friendly
Vegan Options
Gluten Free Options"
139,Humble Grape Fleet Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10183312-Reviews-Humble_Grape_Fleet_Street-London_England.html,397 reviews,4.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
European
Contemporary
Wine Bar
Vegetarian Friendly
Vegan Options
Gluten Free Options"
140,The Rib Room Bar & Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1017703-Reviews-The_Rib_Room_Bar_Restaurant-London_England.html,474 reviews,4.5 of 5 bubbles,European,"££££
European
British
Vegetarian Friendly
Gluten Free Options"
141,The Park Room,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1017662-Reviews-The_Park_Room-London_England.html,536 reviews,4.5 of 5 bubbles,European,"££££
European
British
International
Vegetarian Friendly
Vegan Options
Gluten Free Options"
142,Pizzetta Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8756059-Reviews-Pizzetta_Pizza-London_England.html,203 reviews,4.5 of 5 bubbles,Italian,"£
Italian
Pizza
Cafe
Fast food
Vegetarian Friendly
Vegan Options
Gluten Free Options"
143,Alcedo Bistro & Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10701523-Reviews-Alcedo_Bistro_Bar-London_England.html,98 reviews,5 of 5 bubbles,European,"££ - £££
European
British
Vegetarian Friendly
Vegan Options
Gluten Free Options"
144,The Peasant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d720286-Reviews-The_Peasant-London_England.html,292 reviews,4.5 of 5 bubbles,British,"££ - £££
Bar
British
Pub
Vegetarian Friendly
Vegan Options
Gluten Free Options"
145,La Muse,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2238595-Reviews-La_Muse-London_England.html,199 reviews,4.5 of 5 bubbles,French,"££ - £££
French
Vegetarian Friendly
Vegan Options"
146,Nepal Authentic Dining,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2013731-Reviews-Nepal_Authentic_Dining-London_England.html,190 reviews,4.5 of 5 bubbles,Indian,"££ - £££
Indian
Asian
Nepalese
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
147,CERU,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11894306-Reviews-CERU-London_England.html,692 reviews,4.5 of 5 bubbles,Lebanese,"££ - £££
Israeli
Lebanese
Mediterranean
Turkish
Middle Eastern
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
148,Texture,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d878484-Reviews-Texture-London_England.html,862 reviews,4.5 of 5 bubbles,European,"££££
European
Scandinavian
Vegetarian Friendly
Vegan Options
Gluten Free Options"
149,Restaurant Gordon Ramsay,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719242-Reviews-Restaurant_Gordon_Ramsay-London_England.html,"3,013 reviews",4.5 of 5 bubbles,French,"££££
French
European
British
Contemporary
Vegetarian Friendly
Vegan Options
Gluten Free Options"
150,Terra Rossa,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15345285-Reviews-Terra_Rossa-London_England.html,77 reviews,5 of 5 bubbles,Italian,"££ - £££
Italian
Pizza
Wine Bar
Vegetarian Friendly"
151,The White Onion,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2359208-Reviews-The_White_Onion-London_England.html,453 reviews,4.5 of 5 bubbles,French,"££ - £££
French
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
152,The Foyer At Claridge's,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1106756-Reviews-The_Foyer_At_Claridge_s-London_England.html,"1,372 reviews",4.5 of 5 bubbles,European,"££££
European
British
Vegetarian Friendly
Vegan Options
Gluten Free Options"
153,CERU Soho,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14137170-Reviews-CERU_Soho-London_England.html,207 reviews,4.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
Turkish
Healthy
Middle Eastern
Lebanese
Vegetarian Friendly
Vegan Options
Gluten Free Options"
154,Chez Elles Bistroquet,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3296245-Reviews-Chez_Elles_Bistroquet-London_England.html,541 reviews,4.5 of 5 bubbles,French,"££ - £££
Wine Bar
French
European
Vegetarian Friendly
Gluten Free Options"
156,Farina Pizzeria,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13150793-Reviews-Farina_Pizzeria-London_England.html,178 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
Pizza
Mediterranean
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
157,Zala grill,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12375817-Reviews-Zala_grill-London_England.html,219 reviews,4.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
Middle Eastern
Israeli
Vegetarian Friendly
Vegan Options
Gluten Free Options"
158,Flat Iron Denmark Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7268200-Reviews-Flat_Iron_Denmark_Street-London_England.html,"1,641 reviews",4.5 of 5 bubbles,Steakhouse,"££ - £££
Steakhouse
British
Grill
Gluten Free Options"
159,Mountain View Restaurant Greenwich,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3845792-Reviews-Mountain_View_Restaurant_Greenwich-London_England.html,316 reviews,4.5 of 5 bubbles,Indian,"££ - £££
Indian
Asian
Nepalese
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
160,Osteria Romana,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13149344-Reviews-Osteria_Romana-London_England.html,424 reviews,4.5 of 5 bubbles,Italian,"££££
Italian
Mediterranean
Vegetarian Friendly
Vegan Options
Gluten Free Options"
161,New London Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6609446-Reviews-New_London_Cafe-London_England.html,260 reviews,4.5 of 5 bubbles,Cafe,"£
Cafe
European
British
International
Deli
Vegetarian Friendly
Vegan Options
Gluten Free Options"
162,Angler,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3534237-Reviews-Angler-London_England.html,985 reviews,4.5 of 5 bubbles,Seafood,"££££
Seafood
European
British
Vegetarian Friendly
Vegan Options
Gluten Free Options"
163,Pizza Sophia,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4925053-Reviews-Pizza_Sophia-London_England.html,344 reviews,4.5 of 5 bubbles,Italian,"£
Italian
Vegetarian Friendly
Vegan Options
Gluten Free Options"
164,Ishtar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d733567-Reviews-Ishtar-London_England.html,722 reviews,4.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
Turkish
Middle Eastern
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
165,Anglo Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10190924-Reviews-Anglo_Restaurant-London_England.html,183 reviews,4.5 of 5 bubbles,European,"££ - £££
European
British
Vegetarian Friendly
Gluten Free Options"
166,Augustine Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4976301-Reviews-Augustine_Kitchen-London_England.html,263 reviews,4.5 of 5 bubbles,French,"££ - £££
French
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
167,La Saporita,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3544066-Reviews-La_Saporita-London_England.html,175 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
Pizza
Mediterranean
Vegetarian Friendly
Vegan Options
Gluten Free Options"
168,Sodo Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9769346-Reviews-Sodo_Pizza-London_England.html,133 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
Pizza
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
169,The Blacksmith's Arms,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3160154-Reviews-The_Blacksmith_s_Arms-London_England.html,465 reviews,4.5 of 5 bubbles,British,"££ - £££
Bar
British
Pub
Vegetarian Friendly
Vegan Options
Gluten Free Options"
170,The Vincent Rooms,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2441081-Reviews-The_Vincent_Rooms-London_England.html,233 reviews,4.5 of 5 bubbles,European,"££ - £££
European
British
Vegetarian Friendly
Vegan Options
Gluten Free Options"
171,Kibele Restaurant & Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12290895-Reviews-Kibele_Restaurant_Bar-London_England.html,485 reviews,4.5 of 5 bubbles,Mediterranean,"££ - £££
Mediterranean
European
Turkish
Middle Eastern
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
172,The Monsoon,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1550869-Reviews-The_Monsoon-London_England.html,"1,574 reviews",4.5 of 5 bubbles,Indian,"££ - £££
Indian
Asian
Balti
Bangladeshi
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
173,Galley Restaurant & Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9789966-Reviews-Galley_Restaurant_Bar-London_England.html,385 reviews,4.5 of 5 bubbles,Seafood,"££ - £££
Seafood
Healthy
Wine Bar
Vegetarian Friendly
Vegan Options
Gluten Free Options"
174,Stuzzico,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1574348-Reviews-Stuzzico-London_England.html,177 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
Vegetarian Friendly
Vegan Options
Gluten Free Options"
175,Piebury Corner,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3738303-Reviews-Piebury_Corner-London_England.html,220 reviews,4.5 of 5 bubbles,Cafe,"£
Cafe
Fast food
British
Deli
Vegetarian Friendly"
176,Beirut Nights,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4154575-Reviews-Beirut_Nights-London_England.html,543 reviews,4.5 of 5 bubbles,Lebanese,"££ - £££
Lebanese
Mediterranean
Middle Eastern
Vegetarian Friendly
Vegan Options
Halal
Gluten Free Options"
177,Le Bab,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9709471-Reviews-Le_Bab-London_England.html,461 reviews,4.5 of 5 bubbles,Middle Eastern,"££ - £££
Middle Eastern
Contemporary
Vegetarian Friendly
Gluten Free Options
Vegan Options"
178,Ciullosteria,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d718523-Reviews-Ciullosteria-London_England.html,270 reviews,4.5 of 5 bubbles,Italian,"££ - £££
Italian
Pizza
Mediterranean
European
Vegetarian Friendly
Gluten Free Options
Vegan Options"
179,Hunter 486 at The Arch London,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1635462-Reviews-Hunter_486_at_The_Arch_London-London_England.html,461 reviews,4.5 of 5 bubbles,British,"££ - £££
British
Grill
Contemporary
European
Vegetarian Friendly
Vegan Options
Gluten Free Options"
180,Mr Falafel,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3421937-Reviews-Mr_Falafel-London_England.html,119 reviews,5 of 5 bubbles,Fast food,"£
Fast food
Middle Eastern
Mediterranean
Vegetarian Friendly
Vegan Options"
181,Humble Grape Liverpool Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13462998-Reviews-Humble_Grape_Liverpool_Street-London_England.html,73 reviews,5 of 5 bubbles,European,"££ - £££
European
Wine Bar
British
Vegetarian Friendly
Vegan Options
Gluten Free Options"
